year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,lev,ltd,noncore,crisisJST,crisisJST_old,peg,peg_strict,peg_type,peg_base,JSTtrilemmaIV,JSTtrilemmaIV_R,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1941,France,FRA,132,39600,3309,13,13,4,0,1,,0,0,5,6,2,3,0,,1,1,0,,,,,5.53,,,0,0,1,1,PEG,USA,,,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1942,France,FRA,132,39400,2981,13,10,5,0,1,,0,0,6,7,2,3,0,,1,1,0,,,,,5.65,,,0,0,1,1,PEG,USA,,,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1943,France,FRA,132,39000,2860,13,9,5,0,1,,0,0,7,9,2,3,0,,1,2,0,,,,,5.53,,,0,0,1,1,PEG,USA,,,0,1,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1944,France,FRA,132,38900,2422,10,10,6,0,1,,0,0,9,11,2,3,0,,1,3,0,,,,,4.92,,,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1945,France,FRA,132,39700,2573,12,14,9,,2,,1,0,10,12,1,3,0,,2,5,1,,,,,3.77,,,0,0,1,1,PEG,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1946,France,FRA,132,40290,3855,17,17,21,0,3,,3,1,13,15,1,3,0,,4,5,3,8,2,,,3.18,31.95,18.74,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1947,France,FRA,132,40680,4138,18,19,34,0,4,,4,2,16,19,2,4,0,,7,7,3,12,4,,,3.03,42.21,21.10,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1948,France,FRA,132,41110,4393,20,21,58,0,7,-9,7,4,20,24,2,7,1,,10,10,5,20,6,,,2.17,44.92,20.51,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1949,France,FRA,132,41480,4946,21,21,88,0,7,-3,9,8,27,32,3,7,1,0,14,12,4,26,8,,,2.63,47.64,19.02,0,0,0,0,FLOAT,USA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1950,France,FRA,132,42518,5186,22,22,101,0,8,1,11,11,31,32,2,8,1,0,21,24,4,32,10,,,2.49,50.74,19.23,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1951,France,FRA,132,42862,5461,23,24,124,0,10,-2,16,15,37,38,3,8,1,0,25,29,4,36,13,,,2.27,53.50,20.34,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1952,France,FRA,132,43184,5564,24,25,146,0,11,-1,16,14,42,43,4,7,1,0,29,37,4,42,15,,,2.67,52.13,21.98,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1953,France,FRA,132,43495,5684,24,25,152,0,11,0,15,14,47,48,4,6,1,0,31,38,4,49,16,,,2.69,51.84,21.92,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1954,France,FRA,132,43822,5915,25,26,161,0,11,3,15,15,53,55,4,6,1,0,34,37,4,57,17,,,2.83,52.03,23.25,0,0,0,0,FLOAT,USA,0,0,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1955,France,FRA,132,44218,6199,26,27,172,0,11,4,17,17,60,62,3,6,1,0,35,39,4,68,17,,,3.51,53.54,19.83,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1956,France,FRA,132,44657,6448,28,29,191,0,11,-3,20,16,66,68,3,6,2,0,39,46,4,72,19,,,3.65,55.56,21.43,0,0,0,0,FLOAT,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1957,France,FRA,132,45152,6762,29,30,213,0,12,-6,23,19,71,75,5,7,2,0,50,56,5,85,19,,,3.87,60.01,30.63,0,0,1,0,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1958,France,FRA,132,45654,6855,30,30,245,0,13,-1,24,22,75,80,6,7,3,0,52,55,5,92,21,21,72,3.93,59.79,32.40,0,0,1,0,PEG,USA,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1959,France,FRA,132,46129,6979,30,30,267,0,14,4,25,28,83,91,4,6,3,0,60,59,5,109,27,29,80,4.22,65.04,31.75,0,0,1,0,PEG,USA,1,2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1960,France,FRA,132,46584,7398,32,31,297,0,15,3,31,34,95,106,4,6,4,0,62,60,5,130,32,38,92,3.89,64.71,31.77,0,0,1,0,PEG,USA,0,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1961,France,FRA,132,47128,7718,34,33,324,0,15,5,33,36,110,124,4,6,5,0,68,67,5,153,37,48,106,3.81,70.62,32.93,0,0,1,0,PEG,USA,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1962,France,FRA,132,48089,8067,36,35,361,0,16,4,36,37,130,147,4,6,6,0,75,77,5,177,43,55,122,3.72,71.49,32.02,0,0,1,0,PEG,USA,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1963,France,FRA,132,48799,8363,37,37,405,0,16,2,43,41,148,168,4,6,7,0,85,91,5,176,50,45,131,4.31,71.77,33.76,0,0,1,0,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1964,France,FRA,132,49357,8819,39,38,449,0,17,-1,50,45,161,184,5,6,9,0,95,91,5,203,58,54,149,4.16,75.81,35.48,0,0,1,0,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1965,France,FRA,132,49802,9165,40,39,484,0,18,4,51,50,176,204,4,6,10,0,102,99,5,231,68,62,168,4.07,75.71,36.13,0,0,1,0,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1966,France,FRA,132,50254,9544,42,41,523,0,18,1,59,54,189,226,5,6,12,0,108,107,5,266,80,75,190,3.94,80.07,38.71,0,0,1,0,PEG,USA,1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1967,France,FRA,132,50650,9907,44,43,565,0,19,1,61,57,198,256,5,7,12,0,117,123,5,309,93,82,227,4.08,87.08,43.58,0,0,1,0,PEG,USA,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1968,France,FRA,132,51034,10267,45,44,615,0,19,-5,69,64,214,285,6,7,13,0,126,135,5,354,109,87,267,3.54,85.39,46.18,0,0,1,0,PEG,USA,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1969,France,FRA,132,51470,10886,48,47,701,0,21,-9,90,79,210,300,9,8,14,0,157,149,6,400,132,94,306,3.39,91.53,54.42,0,0,1,1,PEG,USA,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1970,France,FRA,132,51918,11410,50,48,794,0,22,-1,106,101,232,344,9,8,15,0,175,162,6,465,154,114,351,3.71,91.53,54.27,0,0,1,0,PEG,USA,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1971,France,FRA,132,52432,11845,52,50,884,0,23,1,118,115,260,407,6,8,16,0,188,175,5,555,190,156,399,3.54,90.76,56.44,0,0,1,1,PEG,USA,-2,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1972,France,FRA,132,52894,12264,54,53,988,0,24,-1,136,133,299,484,5,7,17,0,213,194,5,663,230,212,451,3.39,86.20,59.09,0,0,1,0,PEG,USA,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1973,France,FRA,132,53333,12824,57,55,1130,0,26,7,167,162,328,555,9,8,19,0,242,220,5,771,271,297,473,3.26,91.96,65.05,0,0,1,0,PEG,DEU,4,4,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1974,France,FRA,132,53690,13113,58,57,1303,0,30,-17,254,222,378,654,13,11,22,0,293,254,4,891,306,329,562,3.13,90.75,63.95,0,0,1,0,PEG,DEU,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1975,France,FRA,132,53955,12957,58,58,1468,0,33,12,231,227,425,757,8,10,25,0,316,320,4,1126,352,494,632,2.97,92.34,61.95,0,0,1,0,PEG,DEU,-3,-2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1976,France,FRA,132,54159,13466,60,60,1701,0,36,-15,308,273,457,850,9,9,29,0,381,364,5,1303,414,585,718,2.76,94.80,64.61,0,0,1,0,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1977,France,FRA,132,54378,13913,62,62,1918,0,40,-2,346,319,506,974,9,10,33,0,421,414,5,1448,472,485,733,2.71,94.31,65.16,0,0,1,0,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1978,France,FRA,132,54602,14240,63,64,2270,0,43,32,369,358,568,1681,8,10,37,0,513,523,4,1623,530,504,778,2.33,106.28,69.71,0,0,1,0,PEG,DEU,-1,-1,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1979,France,FRA,132,54836,14634,65,65,2580,0,48,23,455,428,635,1923,9,10,42,0,599,599,4,1849,627,605,841,2.74,104.13,70.27,0,0,1,0,PEG,DEU,2,2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1980,France,FRA,132,55110,14766,66,66,2912,0,54,-17,570,491,844,1944,12,13,50,0,696,695,5,1861,724,722,1139,2.60,107.25,72.44,0,0,1,0,PEG,DEU,2,2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1981,France,FRA,132,55399,14840,67,67,3280,0,62,-25,655,577,929,2166,15,16,55,0,797,830,6,2116,855,832,1284,2.43,113.36,72.06,0,0,1,0,PEG,DEU,2,2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1982,France,FRA,132,55697,15132,68,69,3772,0,69,-78,764,633,1029,2405,15,16,59,0,922,977,7,2428,960,949,1479,2.30,121.69,73.04,0,0,1,0,PEG,DEU,-2,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1983,France,FRA,132,55929,15245,69,69,4212,0,76,-35,807,723,1116,2666,13,14,62,0,1023,1103,8,2750,1077,1074,1676,2.37,121.57,73.02,0,0,1,0,PEG,DEU,-2,-1,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1984,France,FRA,132,56246,15382,70,69,4589,0,81,-7,910,851,1217,2892,12,12,64,0,1110,1218,10,3061,1186,1188,1873,2.41,123.76,74.12,0,0,1,0,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1985,France,FRA,132,56490,15530,71,70,4933,0,86,-3,968,907,1314,2990,10,11,66,0,1203,1319,8,3378,1304,1316,2062,2.60,128.81,74.43,0,0,1,0,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1986,France,FRA,132,56725,15833,73,72,5293,0,88,16,896,864,1412,3095,8,9,69,0,1285,1390,6,3623,1433,1531,2093,3.07,129.69,75.26,0,0,1,0,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1987,France,FRA,132,56989,16158,74,74,5564,0,91,-26,950,889,1476,3232,8,9,74,0,1356,1436,5,3935,1576,1750,2186,3.25,136.25,77.00,0,0,1,1,PEG,DEU,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1988,France,FRA,132,57255,16790,77,76,5996,0,94,-27,1063,998,1512,3348,8,9,82,0,1408,1521,6,4385,1714,2013,2372,3.20,144.07,78.80,0,0,1,1,PEG,DEU,0,0,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
1989,France,FRA,132,57821,17300,80,78,6432,0,97,-29,1230,1143,1598,3533,9,9,92,0,1494,1576,6,4912,1871,2225,2688,3.27,149.78,79.40,0,0,1,1,PEG,DEU,2,2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1990,France,FRA,132,58168,17647,81,79,6748,0,100,-52,1274,1177,1658,3560,10,10,100,0,1543,1669,5,5314,2046,2393,2921,3.38,153.79,79.72,0,0,1,1,PEG,DEU,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1991,France,FRA,132,58514,17724,82,80,6986,0,103,-34,1303,1221,1653,3478,9,9,105,0,1619,1738,5,5441,2170,2448,2993,3.84,148.91,78.49,0,0,1,1,PEG,DEU,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1992,France,FRA,132,58859,17880,83,80,7261,0,106,20,1268,1249,1636,3441,10,9,103,0,1610,1844,6,5504,2183,2469,3035,4.02,148.13,78.63,0,0,1,1,PEG,DEU,1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1993,France,FRA,132,59169,17666,82,79,7316,0,108,50,1149,1190,1627,3417,9,7,101,0,1618,1995,6,5525,2169,2527,2998,4.49,135.53,76.82,0,0,1,1,PEG,DEU,-2,-2,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1994,France,FRA,132,59445,17978,83,80,7579,0,110,44,1298,1295,1680,3560,6,7,101,1,1664,2015,5,5439,2185,2545,2894,4.58,126.33,75.47,0,0,1,1,PEG,DEU,-2,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1995,France,FRA,132,59712,18262,85,81,7836,0,112,36,1404,1420,1696,3872,6,8,100,1,1727,2061,5,5476,2189,2559,2917,4.42,118.40,74.51,0,0,1,1,PEG,DEU,-1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1996,France,FRA,132,59981,18373,86,82,8050,0,114,97,1442,1472,1781,3864,4,6,101,1,1822,2111,5,5506,2229,2637,2868,4.12,110.65,74.39,0,0,1,1,PEG,DEU,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1997,France,FRA,132,60254,18690,87,82,8314,0,115,215,1585,1693,1868,4135,3,6,101,1,1882,2182,6,5556,2265,2739,2817,4.00,104.67,73.19,0,0,1,1,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1998,France,FRA,132,60535,19233,90,85,8683,0,116,221,1709,1802,2033,4290,3,5,103,1,1936,2166,6,5785,2326,2833,2952,4.09,103.74,72.69,0,0,1,1,PEG,DEU,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1999,France,FRA,132,60824,19771,92,88,9229,0,117,274,1813,1846,2210,4510,3,5,110,1,2047,2251,7,6075,2508,3034,3041,4.65,107.88,74.67,0,0,1,1,PEG,DEU,-1,-1,1,0,0,0,,,0,0,0,1,0,,,,0,0,0,0,0
2000,France,FRA,132,61137,20392,96,90,9751,0,119,133,2214,2127,2364,4781,4,5,119,1,2066,2278,7,6600,2657,3220,3380,4.57,115.90,74.71,0,0,1,1,PEG,DEU,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2001,France,FRA,132,61479,20648,97,92,10139,0,120,167,2243,2182,2477,5113,4,5,129,1,2171,2394,7,7169,2804,3394,3774,4.62,114.15,74.99,0,0,1,1,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2002,France,FRA,132,61829,20720,97,94,10465,0,123,122,2197,2162,2742,5528,3,5,140,1,2167,2525,6,7450,2985,3613,3837,4.93,115.09,75.17,0,0,1,1,PEG,DEU,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2003,France,FRA,132,62171,20789,97,95,10747,0,125,73,2182,2129,2837,5780,2,4,157,1,2153,2546,5,7599,3267,3870,3729,5.06,109.33,73.96,0,0,1,1,PEG,DEU,-1,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2004,France,FRA,132,62534,21193,99,97,11205,0,128,126,2361,2228,3061,6183,2,4,180,1,2362,2667,5,8029,3664,4262,3767,4.74,111.87,75.21,0,0,1,1,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2005,France,FRA,132,62912,21450,100,98,11610,0,130,55,2586,2339,3376,6703,2,3,208,1,2422,2725,6,8662,4163,4749,3913,3.94,116.07,77.44,0,0,1,1,PEG,DEU,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2006,France,FRA,132,63293,21842,102,100,12166,0,132,55,2855,2564,3689,7249,3,4,233,1,2425,2705,5,9649,4731,5277,4372,4.16,124.06,79.19,0,0,1,1,PEG,DEU,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2007,France,FRA,132,63682,22202,104,101,12766,0,134,12,3019,2633,3919,8239,4,4,248,1,2526,2833,4,10793,5313,5837,4956,3.81,130.22,80.58,0,0,1,1,PEG,DEU,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2008,France,FRA,132,64058,22057,103,100,13082,0,138,-123,3185,2709,3973,8906,4,4,250,1,2512,2959,5,11921,5741,6253,5668,3.21,130.01,81.04,1,1,1,1,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2009,France,FRA,132,64399,21244,100,101,12721,0,138,-106,2637,2241,4110,8879,1,4,233,1,2276,3052,5,12011,5984,6489,5522,4.38,121.88,79.52,0,0,1,1,PEG,DEU,-3,-3,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2010,France,FRA,132,64707,21477,101,102,13109,0,140,-110,3012,2558,4472,9553,0,3,245,1,2587,3313,5,12394,6481,6891,5503,4.56,121.91,78.80,0,0,1,1,PEG,DEU,0,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2011,France,FRA,132,65022,21842,103,102,13508,0,143,-134,3361,2760,4696,9931,1,3,259,1,2540,3145,5,13195,6850,7221,5973,4.37,114.45,78.07,0,0,1,1,PEG,DEU,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2012,France,FRA,132,65337,21805,103,101,13689,0,146,-167,3410,2850,4993,10498,0,3,258,1,2639,3189,5,13386,7082,7391,5996,4.73,113.05,76.35,0,0,1,1,PEG,DEU,-1,-1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2013,France,FRA,132,65669,21820,103,101,13875,0,148,-121,3327,2809,5241,10793,0,2,252,1,2748,3205,5,13604,7386,7587,6017,5.32,110.40,74.91,0,0,1,1,PEG,DEU,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2014,France,FRA,132,66010,21915,103,101,14087,0,148,-178,3308,2808,5476,11202,0,2,248,1,2778,3252,5,14219,7592,7730,6489,5.27,110.69,75.76,0,0,1,1,PEG,DEU,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2015,France,FRA,132,66291,22065,104,103,14421,0,148,-53,3339,2925,6135,11718,0,1,243,1,2832,3329,6,14621,7822,7988,6633,5.76,108.04,74.34,0,0,1,1,PEG,DEU,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2016,France,FRA,132,66464,22265,105,104,14655,0,149,-110,3325,2898,6720,12336,-1,0,245,1,2887,3412,6,15238,8109,8253,6985,6.29,107.69,73.59,0,0,1,1,PEG,DEU,,,,,,,,,,,,,,,,,,,,,
2017,France,FRA,132,66618,22693,107,105,15055,0,150,-86,3626,3107,7573,13431,-1,1,253,1,3038,3501,5,15975,8507,8712,7263,6.57,107.54,72.65,0,0,1,1,PEG,DEU,,,,,,,,,,,,,,,,,,,,,
1870,UK,GBR,112,31400,3190,14,15,1,0,2,0,0,0,0,1,3,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,,,0,0,,,,,,,,,,,0,,,,0
1871,UK,GBR,112,31685,3332,14,15,1,0,2,0,0,0,0,1,3,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1872,UK,GBR,112,31874,3319,14,15,1,0,2,0,0,0,0,1,4,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1873,UK,GBR,112,32177,3365,14,16,1,0,2,0,0,0,0,1,4,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1874,UK,GBR,112,32501,3386,14,16,1,0,2,0,0,0,0,1,3,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1875,UK,GBR,112,32839,3434,15,16,1,0,2,0,0,0,0,1,3,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1876,UK,GBR,112,33200,3430,15,16,1,0,2,0,0,0,0,1,2,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1877,UK,GBR,112,33576,3425,15,16,1,0,2,0,0,0,0,1,2,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1878,UK,GBR,112,33932,3403,14,16,1,0,2,0,0,0,0,1,3,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1879,UK,GBR,112,34304,3353,14,16,1,0,2,0,0,0,0,1,2,3,,1,0,0,0,,,,,,,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1880,UK,GBR,112,34623,3477,15,16,1,0,2,0,0,0,0,1,2,3,,1,0,0,0,0,0,0,0,20.96,81.06,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1881,UK,GBR,112,34935,3568,15,16,1,0,2,0,0,0,0,1,3,3,,1,0,0,0,0,0,0,0,20.71,78.38,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1882,UK,GBR,112,35206,3643,16,16,1,0,2,0,0,0,0,1,3,3,,1,0,0,0,0,0,0,0,20.90,81.61,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1883,UK,GBR,112,35450,3643,16,17,1,0,2,0,0,0,0,1,3,3,,1,0,0,0,0,0,0,0,21.04,77.90,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1884,UK,GBR,112,35724,3622,16,17,1,0,2,0,0,0,0,1,2,3,,1,0,0,0,0,0,0,0,20.96,80.18,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1885,UK,GBR,112,36015,3574,15,17,1,0,2,0,0,0,0,1,2,3,,1,0,0,0,0,0,0,0,20.74,76.66,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1886,UK,GBR,112,36313,3600,15,17,1,0,2,0,0,0,0,1,2,3,,1,0,0,0,0,0,0,0,20.81,77.82,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1887,UK,GBR,112,36598,3713,16,17,1,0,2,0,0,0,0,1,2,3,,1,0,0,0,0,0,0,0,20.37,78.07,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1888,UK,GBR,112,36881,3849,16,17,1,0,2,0,0,0,0,1,2,3,,1,0,0,0,0,0,0,0,19.65,75.61,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1889,UK,GBR,112,37178,4024,17,17,1,0,2,0,0,0,0,1,3,3,,0,0,0,0,0,0,0,0,18.89,75.17,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1890,UK,GBR,112,37485,4009,17,18,1,0,2,0,0,0,0,1,4,3,,0,0,0,0,0,0,0,0,19.01,73.98,,1,1,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1891,UK,GBR,112,37802,3975,17,18,1,0,2,0,0,0,0,1,3,3,,0,0,0,0,0,0,0,0,18.06,72.87,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1892,UK,GBR,112,38134,3846,16,18,1,0,2,0,0,0,0,1,1,3,,0,0,0,0,0,0,0,0,17.98,70.78,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1893,UK,GBR,112,38490,3811,16,18,1,0,2,0,0,0,0,1,2,3,,0,0,0,0,0,0,0,0,18.22,73.40,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1894,UK,GBR,112,38859,4029,17,18,1,0,2,0,0,0,0,1,1,3,,0,0,0,0,0,0,0,0,17.44,69.29,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,,0,0,,,,0,0,,,0
1895,UK,GBR,112,39221,4118,18,19,2,0,2,0,0,0,0,1,1,2,,0,0,0,0,0,0,0,0,16.47,68.80,,0,0,1,1,BASE,NA,,,0,,0,0,,,,,0,0,0,,,,0,0,,,0
1896,UK,GBR,112,39599,4249,18,19,2,0,2,0,0,0,0,1,1,2,,0,0,0,0,0,0,0,0,15.97,70.79,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1897,UK,GBR,112,39987,4264,18,19,2,0,2,0,0,0,0,1,2,2,,0,0,0,0,0,0,0,0,15.57,71.02,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1898,UK,GBR,112,40381,4428,19,20,2,0,2,0,0,0,0,1,3,2,,0,0,0,0,0,0,0,0,15.46,71.10,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1899,UK,GBR,112,40773,4567,20,20,2,0,2,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,15.16,72.21,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1900,UK,GBR,112,41155,4492,19,20,2,0,2,0,0,0,0,1,4,3,1,0,0,0,0,1,0,0,0,14.97,72.08,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1901,UK,GBR,112,41538,4450,19,20,2,0,2,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,15.20,70.39,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1902,UK,GBR,112,41893,4525,19,20,2,0,2,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,15.11,69.11,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1903,UK,GBR,112,42246,4440,19,20,2,0,2,0,1,0,0,1,3,3,1,0,0,0,0,1,0,0,0,15.44,72.83,,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
