year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,lev,ltd,noncore,crisisJST,crisisJST_old,peg,peg_strict,peg_type,peg_base,JSTtrilemmaIV,JSTtrilemmaIV_R,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1911,USA,USA,111,94234,5046,13,17,35,0,8,0,2,2,3,17,3,4,5,0,1,1,1,15,5,,,15.74,80.34,9.43,0,0,1,1,PEG,GBR,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1912,USA,USA,111,95703,5201,14,17,38,0,8,0,2,2,3,19,4,4,5,0,1,1,1,16,5,,,15.26,80.61,9.34,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1913,USA,USA,111,97606,5301,14,17,40,0,8,0,2,3,3,19,3,4,5,0,1,1,1,17,6,,,15.50,82.66,9.49,0,0,1,1,PEG,GBR,1,1,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1914,USA,USA,111,99505,4799,13,17,37,0,8,0,2,2,3,20,3,4,5,0,1,1,1,18,6,,,14.89,81.66,9.32,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1915,USA,USA,111,100941,4864,13,16,39,0,8,1,2,3,3,21,2,4,5,0,1,1,1,18,6,,,14.68,80.56,9.18,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1916,USA,USA,111,102364,5459,15,18,50,0,9,3,2,6,3,25,3,4,5,0,1,1,1,21,7,,,12.54,77.00,8.04,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1917,USA,USA,111,103817,5248,15,18,60,0,10,3,3,6,4,29,3,5,6,0,1,2,1,24,7,,,11.22,75.99,8.67,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1918,USA,USA,111,104958,5659,16,17,77,0,12,2,3,6,6,31,5,5,6,0,4,13,1,26,7,,,10.28,77.66,11.66,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1919,USA,USA,111,105473,5680,15,17,79,0,14,4,4,8,6,36,6,5,7,0,5,18,1,28,7,,,9.13,74.35,13.51,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1920,USA,USA,111,106881,5552,15,16,89,0,16,3,5,8,6,40,8,5,7,0,7,6,1,34,8,,,9.11,84.39,14.75,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1921,USA,USA,111,108964,5323,14,15,74,0,14,2,3,5,5,38,6,4,7,0,6,5,1,32,9,,,10.79,85.54,13.87,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1922,USA,USA,111,110484,5540,15,16,74,0,14,1,3,4,5,39,4,4,8,0,4,3,1,31,9,,,10.89,76.38,9.27,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1923,USA,USA,111,112387,6164,17,17,86,0,14,0,4,4,6,43,5,4,8,0,4,3,1,34,11,,,10.37,77.78,9.69,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1924,USA,USA,111,114558,6233,17,17,88,0,14,1,4,5,6,45,3,4,8,0,4,3,1,36,13,,,10.06,74.13,7.99,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1925,USA,USA,111,116284,6282,17,18,91,0,14,1,4,5,6,49,4,4,8,0,4,3,1,39,14,,,9.49,72.42,7.81,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1926,USA,USA,111,117857,6602,18,19,98,0,14,0,5,5,6,51,5,3,8,0,4,3,1,43,16,,,9.65,74.06,8.15,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1927,USA,USA,111,119502,6576,18,19,96,0,14,1,4,5,6,53,4,3,8,0,4,3,1,45,17,,,9.81,73.28,8.11,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1928,USA,USA,111,120971,6569,18,19,98,0,14,1,4,5,6,55,6,4,8,0,4,3,1,47,19,,,10.19,75.38,10.01,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1929,USA,USA,111,122245,6899,19,20,105,0,14,1,4,5,6,55,8,3,8,0,4,3,1,50,20,,,11.23,79.25,10.59,0,1,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1930,USA,USA,111,123668,6213,17,19,92,0,14,1,3,4,6,54,3,3,8,0,4,3,1,49,20,,,11.66,74.08,9.17,1,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1931,USA,USA,111,124633,5691,16,18,77,0,12,0,2,2,6,52,2,4,7,0,3,4,1,43,19,,,11.93,67.18,8.72,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1932,USA,USA,111,125436,4908,14,16,60,0,11,0,1,2,7,45,2,3,7,0,2,5,1,34,17,,,13.18,66.87,10.98,0,0,1,1,PEG,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1933,USA,USA,111,126180,4777,13,16,57,0,11,0,2,2,7,42,1,3,7,0,2,5,1,28,16,,,12.36,55.60,9.33,0,0,0,0,FLOAT,NA,,,1,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1934,USA,USA,111,126978,5114,15,17,67,0,11,0,2,2,9,44,1,3,6,0,3,7,1,26,14,,,11.85,46.28,6.83,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1935,USA,USA,111,127859,5467,16,18,74,0,11,0,2,2,10,49,1,3,7,0,4,6,1,24,13,,,10.70,39.08,4.72,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1936,USA,USA,111,128681,6204,18,19,85,0,11,0,3,2,10,54,1,3,7,0,4,8,1,24,12,,,9.37,35.14,4.12,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1937,USA,USA,111,129464,6430,19,20,93,0,12,0,3,3,9,56,1,3,7,0,5,8,1,26,12,,,9.24,38.37,4.12,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1938,USA,USA,111,130476,6126,18,19,87,0,11,1,2,3,12,56,1,2,7,0,7,7,1,25,13,,,9.35,35.81,3.81,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1939,USA,USA,111,131539,6561,19,20,93,0,11,1,2,3,15,60,1,2,7,0,6,9,1,24,13,,,8.55,33.00,3.66,0,0,0,0,FLOAT,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1940,USA,USA,111,132637,7010,21,21,103,0,11,2,3,4,17,66,1,2,8,0,7,9,1,25,14,,,7.70,31.29,3.39,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1941,USA,USA,111,133922,8206,24,22,129,0,12,1,3,5,17,74,1,2,7,0,9,14,1,29,14,,,6.95,32.59,3.26,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1942,USA,USA,111,135386,9741,28,22,166,0,13,0,3,8,21,83,1,2,7,0,15,35,1,29,14,,,6.55,30.31,3.15,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1943,USA,USA,111,137272,11518,32,22,203,0,14,-1,3,13,25,103,1,2,8,1,24,79,1,25,14,,,4.85,19.92,2.76,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1944,USA,USA,111,138937,12333,34,22,224,0,14,-1,4,14,30,122,1,2,9,1,44,91,1,26,14,,,4.11,19.61,2.71,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1945,USA,USA,111,140474,11709,34,23,228,0,15,-1,4,10,34,144,1,2,10,1,45,93,1,28,14,15,11,3.65,18.78,2.62,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1946,USA,USA,111,141940,9197,30,26,228,0,16,6,5,10,34,158,1,2,13,1,39,55,1,39,19,20,19,3.84,20.58,2.75,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1947,USA,USA,111,144688,8886,29,26,250,0,18,9,6,15,35,167,1,2,16,1,39,34,1,50,23,26,24,4.40,26.85,2.91,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1948,USA,USA,111,147203,9065,29,26,274,0,19,2,7,13,34,172,2,2,16,1,42,30,1,56,27,30,26,4.53,31.27,3.04,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1949,USA,USA,111,149770,8944,29,26,272,0,19,1,7,12,33,174,2,2,16,1,39,39,1,59,30,34,24,4.85,32.33,3.10,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1950,USA,USA,111,152271,9561,31,28,300,0,19,-2,12,12,33,180,2,2,17,1,39,43,1,72,36,42,30,4.90,33.75,3.23,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1951,USA,USA,111,154878,10116,33,28,347,0,21,0,15,17,35,188,2,3,18,1,52,46,1,82,40,46,36,4.86,35.16,3.35,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1952,USA,USA,111,157553,10316,33,28,367,0,21,0,15,16,36,201,2,3,18,1,66,68,1,92,45,54,38,4.88,37.25,3.50,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1953,USA,USA,111,160184,10613,34,29,389,0,22,-2,16,15,37,212,3,3,20,1,70,76,1,99,52,61,38,5.08,38.42,3.46,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1954,USA,USA,111,163026,10359,34,29,391,0,22,0,15,16,37,224,3,2,20,1,70,71,1,107,59,69,38,5.26,38.37,3.54,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1955,USA,USA,111,165931,10897,35,31,425,0,22,0,17,18,37,238,2,3,21,1,65,68,1,128,69,82,47,5.31,43.12,3.56,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1956,USA,USA,111,168903,10914,35,31,449,0,22,2,19,21,38,248,3,3,21,1,75,71,1,145,78,91,53,5.55,45.87,3.75,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1957,USA,USA,111,171984,10920,35,31,474,0,23,4,20,24,38,260,3,4,21,1,80,77,1,155,84,99,56,5.85,46.79,3.88,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1958,USA,USA,111,174882,10631,35,31,481,0,23,0,20,21,39,277,2,3,21,1,80,82,1,166,94,108,58,5.80,45.61,3.82,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1959,USA,USA,111,177830,11230,36,32,522,0,24,-2,22,23,39,295,3,4,21,1,79,92,1,190,106,123,67,6.04,50.54,4.25,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1960,USA,USA,111,180671,11328,37,32,542,0,24,3,23,27,40,304,3,4,22,1,92,92,1,206,116,135,71,6.20,51.32,4.76,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1961,USA,USA,111,183691,11402,37,33,562,0,24,4,23,28,41,325,2,4,22,1,94,98,1,223,128,147,75,6.12,50.34,4.80,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1962,USA,USA,111,186538,11905,39,34,604,0,24,3,25,29,42,350,3,4,22,1,100,107,1,249,145,164,85,6.17,53.56,5.86,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1963,USA,USA,111,189242,12242,40,35,637,0,25,4,26,31,45,380,3,4,22,1,107,111,1,282,166,186,96,6.23,56.78,6.06,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1964,USA,USA,111,191889,12773,41,36,684,0,25,7,28,35,47,409,4,4,22,0,113,119,1,316,185,208,108,5.86,57.18,5.74,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1965,USA,USA,111,194303,13419,44,38,742,0,25,5,32,37,50,443,4,4,23,0,117,118,1,357,204,230,127,5.68,60.04,6.38,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1966,USA,USA,111,196560,14134,46,40,813,0,26,3,37,41,52,471,5,5,23,0,131,135,1,384,217,244,141,5.59,61.21,7.24,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1967,USA,USA,111,198712,14330,47,40,860,0,27,3,40,43,56,504,4,5,24,0,149,157,1,418,231,259,159,5.25,58.81,7.30,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1968,USA,USA,111,200706,14863,48,42,941,0,28,1,47,48,59,545,6,6,24,0,153,178,1,451,250,282,169,5.05,59.69,8.47,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1969,USA,USA,111,202677,15179,49,44,1018,0,30,0,51,52,62,579,8,7,26,0,187,184,1,488,267,303,185,5.33,64.27,12.02,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1970,USA,USA,111,205052,15030,49,44,1073,0,31,3,56,60,66,601,7,7,28,0,193,196,1,512,282,318,194,5.27,60.56,10.67,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1971,USA,USA,111,207661,15304,50,45,1165,0,33,-1,62,63,71,674,5,6,29,0,187,210,1,569,318,358,211,5.10,59.73,10.32,0,0,1,1,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1972,USA,USA,111,209896,15944,52,47,1279,0,34,-5,74,71,77,758,4,6,31,0,207,231,1,662,373,417,246,4.77,61.97,11.37,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1973,USA,USA,111,211909,16689,55,49,1425,0,36,8,91,95,83,832,9,7,31,0,231,246,1,779,429,479,300,4.67,66.35,13.32,0,0,1,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1974,USA,USA,111,213854,16491,54,49,1545,0,40,2,127,127,91,881,11,8,34,0,263,269,1,856,464,512,343,3.86,66.05,12.63,0,0,1,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1975,USA,USA,111,215973,16284,53,49,1685,0,44,18,123,139,97,964,6,8,37,0,279,332,1,888,504,551,337,4.03,63.46,12.18,0,0,1,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1976,USA,USA,111,218035,16975,55,51,1873,0,46,4,151,150,103,1087,5,8,40,0,298,372,1,977,571,627,351,4.26,63.18,12.38,0,0,1,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1977,USA,USA,111,220239,17567,57,53,2082,0,49,-15,182,159,112,1221,6,7,45,0,356,409,1,1126,666,739,387,4.07,64.73,13.10,0,0,1,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1978,USA,USA,111,222585,18373,60,55,2352,0,53,-16,212,187,122,1322,8,8,51,0,400,459,1,1296,763,857,439,3.95,67.54,14.84,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1979,USA,USA,111,225055,18789,61,56,2627,0,58,0,253,230,131,1426,11,9,58,0,463,504,1,1446,846,955,491,3.90,68.65,16.18,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1980,USA,USA,111,227727,18577,61,55,2857,0,64,2,294,281,141,1540,13,11,62,0,517,591,1,1527,902,999,528,3.95,67.95,16.90,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1981,USA,USA,111,229966,18856,61,55,3207,0,70,5,318,305,150,1680,16,14,65,0,599,678,1,1624,946,1040,584,3.98,70.50,18.45,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1982,USA,USA,111,232188,18325,60,55,3344,0,75,-12,303,283,163,1831,12,13,68,0,618,746,1,1691,954,1046,645,4.02,71.00,18.97,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1983,USA,USA,111,234307,18920,62,58,3634,0,78,-44,329,277,180,2055,9,11,70,0,601,808,1,1874,1072,1163,711,4.15,70.63,17.93,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1984,USA,USA,111,236348,20123,66,61,4038,0,81,-99,405,302,193,2219,10,12,73,0,666,852,1,2182,1250,1355,827,4.29,75.90,18.25,1,1,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1985,USA,USA,111,238466,20717,68,63,4339,0,84,-124,417,302,211,2417,8,11,77,0,734,946,1,2415,1359,1484,930,4.34,75.90,18.91,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1986,USA,USA,111,240651,21236,70,65,4580,0,85,-147,453,320,232,2614,7,8,82,0,769,990,1,2667,1531,1637,1030,4.38,75.65,18.79,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1987,USA,USA,111,242804,21788,71,67,4855,0,88,-161,509,364,249,2784,7,8,87,0,854,1004,1,2889,1748,1785,1104,4.22,76.19,18.72,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1988,USA,USA,111,245021,22499,74,69,5236,0,91,-121,554,444,266,2933,8,9,92,1,909,1064,1,3120,1918,1976,1145,4.37,77.55,18.78,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1989,USA,USA,111,247342,23059,76,70,5642,0,95,-100,591,503,277,3056,9,8,97,1,991,1144,1,3230,1970,2017,1213,4.53,78.65,19.09,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1990,USA,USA,111,250132,23201,76,71,5963,0,100,-79,630,552,304,3224,8,9,100,1,1032,1253,1,3254,2033,2084,1170,5.75,77.53,17.05,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1991,USA,USA,111,253493,22833,75,70,6158,0,104,3,624,595,331,3342,6,8,102,1,1055,1324,1,3137,2009,2033,1104,6.23,74.33,16.45,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1992,USA,USA,111,256894,23285,76,71,6520,0,106,-52,668,633,366,3404,4,7,105,1,1091,1382,1,3078,1990,2034,1044,7.06,73.29,17.18,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1993,USA,USA,111,260255,23640,77,73,6859,0,109,-85,720,655,405,3438,3,6,107,1,1154,1409,1,3196,2057,2150,1046,7.51,76.17,19.67,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1994,USA,USA,111,263436,24313,80,74,7287,0,111,-122,813,721,435,3482,4,7,110,1,1259,1462,1,3400,2137,2309,1091,7.53,80.28,22.52,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1995,USA,USA,111,266557,24637,81,76,7640,0,114,-114,903,813,455,3553,6,7,113,1,1352,1516,1,3619,2224,2434,1186,7.53,84.31,24.13,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1996,USA,USA,111,269667,25263,83,77,8073,0,117,-125,964,868,479,3723,5,6,117,1,1453,1560,1,3821,2336,2570,1251,7.48,86.37,24.59,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1997,USA,USA,111,272912,26074,85,79,8578,0,119,-141,1056,954,510,3910,5,6,121,1,1579,1601,1,4089,2494,2701,1388,7.41,85.33,26.36,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1998,USA,USA,111,276115,26893,88,82,9063,0,121,-215,1116,953,542,4189,5,5,127,1,1722,1652,1,4435,2694,2845,1590,7.41,86.36,26.95,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
1999,USA,USA,111,279295,27870,91,86,9631,0,124,-296,1249,992,628,4497,5,6,134,1,1827,1702,1,4768,2894,2978,1791,7.54,89.54,27.75,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2000,USA,USA,111,282158,28702,93,89,10252,0,128,-411,1473,1097,613,4770,6,6,142,1,2025,1789,1,5163,3128,3194,1969,7.46,89.76,27.69,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2001,USA,USA,111,284915,28726,93,90,10582,0,131,-395,1395,1027,666,5180,4,5,153,1,1991,1863,1,5461,3459,3470,1991,7.65,87.08,27.66,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2002,USA,USA,111,287501,28977,94,91,10936,0,134,-458,1429,1003,714,5563,2,5,162,1,1853,2011,1,5826,3847,3837,1990,7.61,86.98,28.27,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2003,USA,USA,111,289986,29459,95,93,11458,0,137,-521,1544,1040,753,5950,1,4,173,1,1782,2160,1,6318,4263,4245,2074,7.60,86.43,28.32,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2004,USA,USA,111,292806,30200,98,96,12214,0,140,-634,1801,1182,788,6236,1,4,189,1,1880,2293,1,7082,4924,4802,2280,7.79,86.41,27.92,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2005,USA,USA,111,295583,30842,100,98,13037,0,145,-745,2030,1309,815,6504,3,4,210,1,2154,2472,1,7767,5482,5202,2565,7.97,87.49,27.01,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2006,USA,USA,111,298442,31358,102,100,13815,0,150,-807,2247,1476,838,6846,5,5,225,1,2407,2655,1,8366,5935,5511,2855,7.89,87.84,27.58,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2007,USA,USA,111,301280,31655,103,101,14452,0,154,-719,2383,1665,847,7268,5,5,228,1,2568,2729,1,8973,6262,5681,3292,7.63,89.43,29.19,1,1,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2008,USA,USA,111,304228,31251,102,100,14713,0,160,-691,2565,1842,1669,7765,2,4,217,1,2524,2983,1,9297,6373,5805,3492,7.22,82.67,29.23,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
2009,USA,USA,111,306880,29899,98,98,14449,0,159,-384,1983,1588,2017,8392,0,3,206,1,2105,3518,1,8757,6175,5680,3076,8.45,75.37,23.00,0,0,0,0,BASE,NA,,,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0
